,level_1_description,eo_main_class_id,eo_main_class_descr,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,head_eo_model_id,head_eo_model_descr,component_class_id,component_class_descr,eo_description,eo_code,teh_mesto,teh_mesto_description,level_upper,sap_operation_status,operation_start_date,operation_finish_date,strategy_id,head_type,interval_between_overhaul
3431,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960002461,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW08919,100000038355,11-RUD-CGTR-SEBT-CF04,Самосвал карьерный №139,11-RUD-CGTR-SEBT-C77F,,2008-11-19,2030-01-01,0,component,15000.0
3440,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010723,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW03589,100000038356,11-RUD-CGTR-SEBT-CF05,Самосвал карьерный №140,11-RUD-CGTR-SEBT-C77F,,2008-02-19,2030-01-01,0,component,15000.0
3455,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010723,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW04575,100000038359,11-RUD-CGTR-SEBT-CF08,Самосвал карьерный №143,11-RUD-CGTR-SEBT-C77F,,2008-02-19,2030-01-01,0,component,15000.0
3471,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002461,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW05886,100000038361,11-RUD-CGTR-SEBT-CF10,Самосвал карьерный №145,11-RUD-CGTR-SEBT-C77F,,2010-12-16,2030-01-01,0,component,15000.0
3480,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002461,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW03669,100000038358,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,,2012-06-04,2030-01-01,0,component,15000.0
3490,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002461,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW08731,100000038360,11-RUD-CGTR-SEBT-CF12,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,,2008-02-19,2030-01-01,0,component,15000.0
3499,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002461,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания,100000038362,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,,2008-11-19,2030-01-01,0,component,15000.0
3509,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002461,0,no_data,64,Самосвалы CAT 777F,1.0,ДВС,Двигатель внутр.сгорания №LJW05844,100000038351,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,,2010-12-16,2030-01-01,0,component,15000.0
3516,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960003663,0,no_data,70,Самосвалы Komatsu 830E-1AC,1.0,ДВС,Двигатель внутр.сгорания №33194808,100000038526,11-RUD-CGTR-SEBT-KE01,Самосвал карьерный №601,11-RUD-CGTR-SEBT-K830,,2016-08-04,2030-01-01,0,component,15000.0
3524,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960003663,0,no_data,70,Самосвалы Komatsu 830E-1AC,1.0,ДВС,Двигатель внутр.сгорания №33193750,100000038531,11-RUD-CGTR-SEBT-KE02,Самосвал карьерный №602,11-RUD-CGTR-SEBT-K830,,2016-08-23,2030-01-01,0,component,15000.0
3533,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960003663,0,no_data,70,Самосвалы Komatsu 830E-1AC,1.0,ДВС,Двигатель внутр.сгорания №33219033,100000072131,11-RUD-CGTR-SEBT-KE03,Самосвал карьерный №603,11-RUD-CGTR-SEBT-K830,,2019-09-14,2030-01-01,0,component,15000.0
3539,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960003663,0,no_data,70,Самосвалы Komatsu 830E-1AC,1.0,ДВС,Двигатель внутр.сгорания №33194973,100000038529,11-RUD-CGTR-SEBT-KE04,Самосвал карьерный №604,11-RUD-CGTR-SEBT-K830,,2018-06-29,2030-01-01,0,component,15000.0
3548,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960003663,0,no_data,70,Самосвалы Komatsu 830E-1AC,1.0,ДВС,Двигатель внутр.сгорания №33219033,100000038527,11-RUD-CGTR-SEBT-KE05,Самосвал карьерный №605,11-RUD-CGTR-SEBT-K830,,2019-01-01,2030-01-01,0,component,15000.0
3567,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010726,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,Двигатель внутр.сгорания №16074,100000038522,11-RUD-CGTR-SEBT-KH17,Самосвал карьерный №238,11-RUD-CGTR-SEBT-K785,,2010-03-23,2030-01-01,0,component,15000.0
3575,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010726,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,Двигатель внутр.сгорания №16678 ENG 03-3,100000072686,11-RUD-CGTR-SEBT-KH18,Самосвал карьерный №239,11-RUD-CGTR-SEBT-K785,,2008-02-19,2030-01-01,0,component,15000.0
3585,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,no_data,no_data,960010726,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,Двигатель внутр.сгорания,100000038512,11-RUD-CGTR-SEBT-KH19,Самосвал карьерный №240,11-RUD-CGTR-SEBT-K785,,2008-02-19,2030-01-01,0,component,15000.0
3594,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960010725,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,Двигатель внутр.сгорания №33217951,100000038507,11-RUD-CGTR-SEBT-KM01,Самосвал карьерный №311,11-RUD-CGTR-SEBT-K150,,2019-12-28,2030-01-01,0,component,15000.0
