,level_1_description,eo_main_class_id,eo_main_class_descr,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,head_eo_model_id,head_eo_model_descr,component_class_id,component_class_descr,eo_description,eo_code,teh_mesto,teh_mesto_description,level_upper,sap_operation_status,operation_start_date,operation_finish_date,strategy_id,head_type,interval_between_overhaul
2,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,ДВС 3512B №EEE00297,100000073096,03-CTT-CC01,Самосвал №1619,03-CTT-C785,,2021-03-10,2030-01-01,0,component,15000.0
15,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002408,0,no_data,65,Самосвалы CAT 785C,1.0,ДВС,ДВС 3512B №8BR03178,100000009820,03-CTT-CC02,Самосвал №1620,03-CTT-C785,,2017-12-12,2030-01-01,0,component,15000.0
21,Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B,100000009780,03-CTT-KD01,Самосвал №1609,03-CTT-K787,,2012-10-04,2030-01-01,0,component,15000.0
30,Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B №506086,100000009781,03-CTT-KD02,Самосвал №1610,03-CTT-K787,,2021-08-22,2030-01-01,0,component,15000.0
35,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B №509606,100000067902,03-CTT-KD03,Самосвал №1611,03-CTT-K787,,2020-11-18,2030-01-01,0,component,15000.0
45,Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B,100000009791,03-CTT-KD04,Самосвал №1612,03-CTT-K787,,2013-01-30,2030-01-01,0,component,15000.0
55,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B,100000009800,03-CTT-KD05,Самосвал №1613,03-CTT-K787,,2013-02-28,2030-01-01,0,component,15000.0
62,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B №506086,100000009801,03-CTT-KD06,Самосвал №1614,03-CTT-K787,,2013-03-29,2030-01-01,0,component,15000.0
69,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002502,0,no_data,74,Самосвалы Komatsu HD785-7,1.0,ДВС,ДВС SAA12V140E-3B,100000081172,03-CTT-KD07,Самосвал №1615,03-CTT-K787,,2021-09-18,2030-01-01,0,component,15000.0
73,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,ДВС SA12V140-1U-A,100000009751,03-CTT-KH01,Самосвал №1601,03-CTT-K785,,2007-07-31,2030-01-01,0,component,15000.0
84,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,ДВС SA12V140-1U-A,100000009760,03-CTT-KH02,Самосвал №1603,03-CTT-K785,,2007-08-30,2030-01-01,0,component,15000.0
87,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,ДВС SA12V140-1U-A,100000009761,03-CTT-KH03,Самосвал №1604,03-CTT-K785,,2007-09-30,2030-01-01,0,component,15000.0
99,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,ДВС SA12V140-1U-A,100000009770,03-CTT-KH04,Самосвал №1606,03-CTT-K785,,2007-09-30,2030-01-01,0,component,15000.0
102,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002500,0,no_data,73,Самосвалы Komatsu HD785-5,1.0,ДВС,ДВС SA12V140-1U-A,100000009771,03-CTT-KH05,Самосвал №1607,03-CTT-K785,,2007-10-30,2030-01-01,0,component,15000.0
112,Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000009821,03-CTT-KM01,Самосвал №1621,03-CTT-K150,,2019-03-01,2030-01-01,0,component,15000.0
120,Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000009830,03-CTT-KM02,Самосвал №1622,03-CTT-K150,,2019-03-01,2030-01-01,0,component,15000.0
127,Полюс Вернинское,E01_01,Самосвалы карьерные,S01,Узлы. ДВС,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000009831,03-CTT-KM03,Самосвал №1623,03-CTT-K150,,2019-03-01,2030-01-01,0,component,15000.0
135,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3 №33218205,100000021365,03-CTT-KM04,Самосвал №1624,03-CTT-K150,,2020-03-31,2030-01-01,0,component,15000.0
147,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3 №33218220,100000021371,03-CTT-KM05,Самосвал №1625,03-CTT-K150,,2020-03-31,2030-01-01,0,component,15000.0
155,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3 №33218574,100000023797,03-CTT-KM06,Самосвал №1626,03-CTT-K150,,2020-08-01,2030-01-01,0,component,15000.0
158,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000068305,03-CTT-KM07,Самосвал №1627,03-CTT-K150,,2021-01-01,2030-01-01,0,component,15000.0
165,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000068310,03-CTT-KM08,Самосвал №1628,03-CTT-K150,,2021-01-01,2030-01-01,0,component,15000.0
172,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000068277,03-CTT-KM09,Самосвал №1629,03-CTT-K150,,2020-12-20,2030-01-01,0,component,15000.0
178,Полюс Вернинское,E01_01,Самосвалы карьерные,no_data,no_data,960002504,0,no_data,72,Самосвалы Komatsu HD1500-8,1.0,ДВС,ДВС SDA16V159-3,100000071922,03-CTT-KM10,Самосвал №1630,03-CTT-K150,,2022-01-01,2030-01-01,0,component,15000.0
185,Полюс Вернинское,E06_01,Автогрейдеры,no_data,no_data,960002458,0,no_data,4,Автогрейдер 18M3,1.0,ДВС,ДВС C13 №TXX02786,100000010276,03-KON-0PDT-OS01,Автогрейдер № 1501,03-KON-0PDT-ODRS,,2019-09-01,2030-01-01,0,component,15000.0
189,Полюс Вернинское,E06_01,Автогрейдеры,no_data,no_data,960002532,0,no_data,7,Автогрейдер ДЗ-98,1.0,ДВС,ДВС ЯМЗ-238,100000010104,03-KON-0PDT-OS02,Автогрейдер №1504,03-KON-0PDT-ODRS,,2013-12-31,2030-01-01,0,component,15000.0
196,Полюс Вернинское,E06_01,Автогрейдеры,no_data,no_data,960002532,0,no_data,7,Автогрейдер ДЗ-98,1.0,ДВС,ДВС ЯМЗ-238,100000010109,03-KON-0PDT-OS03,Автогрейдер №1505,03-KON-0PDT-ODRS,,2013-12-31,2030-01-01,0,component,15000.0
198,Полюс Вернинское,E06_01,Автогрейдеры,no_data,no_data,960002468,0,no_data,10,Автогрейдер TG230A,1.0,ДВС,"ДВС QSB 6,7",100000010098,03-KON-0PDT-OS04,Автогрейдер №1506,03-KON-0PDT-ODRS,,2014-09-20,2030-01-01,0,component,15000.0
205,Полюс Вернинское,E06_01,Автогрейдеры,no_data,no_data,960002468,0,no_data,10,Автогрейдер TG230A,1.0,ДВС,"ДВС QSB 6,7",100000010103,03-KON-0PDT-OS05,Автогрейдер №1507,03-KON-0PDT-ODRS,,2014-09-20,2030-01-01,0,component,15000.0
211,Полюс Вернинское,E01_01,Самосвалы карьерные,,,960011080,0,no_data,62,Самосвалы БелАЗ-7547,1.0,ДВС,ДВС БелАЗ №2441,100000098949,03-KON-OBSL-OB02,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,,2021-01-01,2030-12-30,0,component,15000.0
216,Полюс Вернинское,E01_01,Самосвалы карьерные,,,960011080,0,no_data,62,Самосвалы БелАЗ-7547,1.0,ДВС,ДВС БелАЗ №2442,100000098950,03-KON-OBSL-OB03,БелАЗ-7547 №2442,03-KON-OBSL-PBEL,,2021-01-01,2030-12-30,0,component,15000.0
224,Полюс Вернинское,E01_01,Самосвалы карьерные,,,960011080,0,no_data,62,Самосвалы БелАЗ-7547,1.0,ДВС,ДВС БелАЗ №2443,100000098951,03-KON-OBSL-OB04,БелАЗ-7547 №2443,03-KON-OBSL-PBEL,,2021-01-01,2030-12-30,0,component,15000.0
231,Полюс Вернинское,E01_01,Самосвалы карьерные,,,960002400,0,no_data,62,Самосвалы БелАЗ-7547,1.0,ДВС,ДВС,100000098744,03-KON-OBSL-OB05,БелАЗ-7547 №2444,03-KON-OBSL-PBEL,,2021-01-01,2030-12-30,0,component,15000.0
237,Полюс Вернинское,E01_01,Самосвалы карьерные,,,960011080,0,no_data,62,Самосвалы БелАЗ-7547,1.0,ДВС,ДВС БелАЗ №2445,100000098952,03-KON-OBSL-OB06,БелАЗ-7547 №2445,03-KON-OBSL-PBEL,,2021-01-01,2030-12-30,0,component,15000.0
245,Полюс Вернинское,E01_01,Самосвалы карьерные,,,960011080,0,no_data,62,Самосвалы БелАЗ-7547,1.0,ДВС,ДВС БелАЗ №2446,100000098953,03-KON-OBSL-OB07,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,,2021-01-01,2030-12-30,0,component,15000.0
251,Полюс Вернинское,E03_02,Экскаваторы гидравлические,no_data,no_data,960002503,0,no_data,107,Экскаватор гидравл. PC2000-8,1.0,ДВС,ДВС SAA12V140E-3C,100000010234,03-RUD-EKSK-OOBR-EX01,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,,2013-02-28,2030-01-01,0,component,15000.0
364,Полюс Вернинское,E03_01,Экскаваторы гидравлические,,,960003554,0,no_data,114,Экскаватор PC1250-8,1.0,ДВС,ДВС РС1250-8 1204,100000099231,03-RUD-EKSK-OOBR-EX05,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,,2021-01-01,2030-12-30,0,component,15000.0
369,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002461,0,no_data,41,Погрузчик фронтальный 992K,1.0,ДВС,ДВС C32 №MZM00104,100000079615,03-RUD-EKSK-OOBR-LF01,Погрузчик поз.1304,03-RUD-EKSK-OOBR-LIFT,,2021-08-01,2030-01-01,0,component,15000.0
371,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002461,0,no_data,41,Погрузчик фронтальный 992K,1.0,ДВС,ДВС C32 №MZM00104,100000010168,03-RUD-EKSK-OOBR-LF01,Погрузчик поз.1304,03-RUD-EKSK-OOBR-LIFT,,2012-07-30,2030-01-01,0,component,15000.0
374,Полюс Вернинское,E03_01,Экскаваторы гидравлические,S01,Узлы. ДВС,960002494,0,no_data,109,Экскаватор гидравл. PC400-7,1.0,ДВС,ДВС SAA6D125E-3,100000010239,03-RUD-EKSK-VOBR-EX01,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,,2013-04-26,2030-01-01,0,component,15000.0
381,Полюс Вернинское,E03_01,Экскаваторы гидравлические,S01,Узлы. ДВС,960002494,0,no_data,109,Экскаватор гидравл. PC400-7,1.0,ДВС,ДВС SAA6D125E-3,100000010244,03-RUD-EKSK-VOBR-EX02,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,,2013-04-26,2030-01-01,0,component,15000.0
391,Полюс Вернинское,E03_01,Экскаваторы гидравлические,no_data,no_data,960002494,0,no_data,111,Экскаватор гидравл. PC400LC-7,1.0,ДВС,ДВС SAA6D125E-3,100000010249,03-RUD-EKSK-VOBR-EX03,Экскаватор №1210,03-RUD-EKSK-VOBR-EXCV,,2019-03-22,2030-01-01,0,component,15000.0
394,Полюс Вернинское,E03_01,Экскаваторы гидравлические,no_data,no_data,960002494,0,no_data,109,Экскаватор гидравл. PC400-7,1.0,ДВС,ДВС SAA6D125E-3,100000010254,03-RUD-EKSK-VOBR-EX04,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,,2014-05-01,2030-01-01,0,component,15000.0
400,Полюс Вернинское,E03_01,Экскаваторы гидравлические,no_data,no_data,960002494,0,no_data,115,Экскаватор PC400-7,1.0,ДВС,ДВС SAA6D125E-3,100000010259,03-RUD-EKSK-VOBR-EX05,Экскаватор №1213,03-RUD-EKSK-VOBR-EXCV,,2014-07-01,2030-01-01,0,component,15000.0
410,Полюс Вернинское,E03_01,Экскаваторы гидравлические,no_data,no_data,960002493,0,no_data,108,Экскаватор гидравл. PC220-8,1.0,ДВС,ДВС SAA6D107E-1Q,100000010264,03-RUD-EKSK-VOBR-EX06,Экскаватор №1214,03-RUD-EKSK-VOBR-EXCV,,2015-09-12,2030-01-01,0,component,15000.0
412,Полюс Вернинское,E03_01,Экскаваторы гидравлические,no_data,no_data,960002494,0,no_data,111,Экскаватор гидравл. PC400LC-7,1.0,ДВС,ДВС SAA6D125E-3 №329195,100000024459,03-RUD-EKSK-VOBR-EX07,Экскаватор №1209,03-RUD-EKSK-VOBR-EXCV,,2020-08-01,2030-01-01,0,component,15000.0
418,Полюс Вернинское,E03_01,Экскаваторы гидравлические,no_data,no_data,960010718,0,no_data,109,Экскаватор гидравл. PC400-7,1.0,ДВС,ДВС,100000073792,03-RUD-EKSK-VOBR-EX08,Экскаватор №1215,03-RUD-EKSK-VOBR-EXCV,,2022-01-01,2030-01-01,0,component,15000.0
424,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002457,0,no_data,39,Погрузчик фронтальный 966H,1.0,ДВС,ДВС C11 №TXE06150,100000010144,03-RUD-EKSK-VOBR-LF01,Погрузчик поз.1301,03-RUD-EKSK-VOBR-LIFT,,2012-10-31,2030-01-01,0,component,15000.0
427,Полюс Вернинское,E17_11,Погрузчики фронтальные,S01,Узлы. ДВС,960002457,0,no_data,39,Погрузчик фронтальный 966H,1.0,ДВС,ДВС C11 №TXE07853,100000010149,03-RUD-EKSK-VOBR-LF02,Погрузчик поз.1302,03-RUD-EKSK-VOBR-LIFT,,2013-08-25,2030-01-01,0,component,15000.0
431,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002459,0,no_data,40,Погрузчик фронтальный 980H,1.0,ДВС,ДВС C15 №LHX20251,100000010150,03-RUD-EKSK-VOBR-LF03,Погрузчик поз.1303,03-RUD-EKSK-VOBR-LIFT,,2009-02-03,2030-01-01,0,component,15000.0
437,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002501,0,no_data,48,Погрузчик фронтальный WA470-6,1.0,ДВС,ДВС SA6D140E-3E-7,100000080032,03-RUD-EKSK-VOBR-LF04,Погрузчик поз.1308,03-RUD-EKSK-VOBR-LIFT,,2021-08-01,2030-01-01,0,component,15000.0
442,Полюс Вернинское,E17_11,Погрузчики фронтальные,S01,Узлы. ДВС,960002501,0,no_data,49,Погрузчик фронтальный WA500-3,1.0,ДВС,ДВС SA6D140E-3E-7,100000010156,03-RUD-EKSK-VOBR-LF05,Погрузчик поз.1309,03-RUD-EKSK-VOBR-LIFT,,2014-04-30,2030-01-01,0,component,15000.0
448,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002501,0,no_data,49,Погрузчик фронтальный WA500-3,1.0,ДВС,ДВС SA6D140E-3E-7,100000010161,03-RUD-EKSK-VOBR-LF06,Погрузчик поз.1310,03-RUD-EKSK-VOBR-LIFT,,2014-05-28,2030-01-01,0,component,15000.0
451,Полюс Вернинское,E17_11,Погрузчики фронтальные,no_data,no_data,960002501,0,no_data,49,Погрузчик фронтальный WA500-3,1.0,ДВС,ДВС SA6D140E-3E-7,100000010162,03-RUD-EKSK-VOBR-LF07,Погрузчик поз.1311,03-RUD-EKSK-VOBR-LIFT,,2014-07-02,2030-01-01,0,component,15000.0
457,Полюс Вернинское,E17_11,Погрузчики фронтальные,S01,Узлы. ДВС,960002501,0,no_data,49,Погрузчик фронтальный WA500-3,1.0,ДВС,ДВС SA6D140E-3E-7,100000010167,03-RUD-EKSK-VOBR-LF08,Погрузчик поз.1312,03-RUD-EKSK-VOBR-LIFT,,2014-09-20,2030-01-01,0,component,15000.0
463,Полюс Вернинское,E17_11,Погрузчики фронтальные,,,960011436,0,no_data,50,Погрузчик фронтальный WA500-6,1.0,ДВС,ДВС 1313,100000099395,03-RUD-EKSK-VOBR-LF10,Погрузчик №1313,03-RUD-EKSK-VOBR-LIFT,,2021-10-30,2031-10-28,0,component,15000.0
465,Полюс Вернинское,E17_11,Погрузчики фронтальные,,,960003554,0,no_data,52,Погрузчик фронтальный WA600-6,1.0,ДВС,ДВС 1305,100000099332,03-RUD-EKSK-VOBR-LF11,Погрузчик WA600-6 №1305,03-RUD-EKSK-VOBR-LIFT,,2021-01-01,2030-12-30,0,component,15000.0
467,Полюс Вернинское,E17_11,Погрузчики фронтальные,,,960003554,0,no_data,52,Погрузчик фронтальный WA600-6,1.0,ДВС,ДВС 1306,100000099882,03-RUD-EKSK-VOBR-LF12,Погрузчик WA600-6 №1306,03-RUD-EKSK-VOBR-LIFT,,2022-04-10,2032-04-07,0,component,15000.0
504,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002458,0,no_data,83,Станок буровой CM785D,1.0,ДВС,Двигатель СБ 3605981 Caterpillar,100000076775,03-RUD-UBVR-DR03,Станок буровой №1104,03-RUD-UBVR,,2021-05-14,2030-01-01,0,component,15000.0
511,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002459,0,no_data,84,Станок буровой DM 45LP,1.0,ДВС,ДВС C15,100000009841,03-RUD-UBVR-DR04,Станок буровой №1105,03-RUD-UBVR,,2007-12-30,2030-01-01,0,component,15000.0
514,Полюс Вернинское,E02_01,Станки буровые вращ.,S01,Узлы. ДВС,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27,100000009842,03-RUD-UBVR-DR05,Станок буровой №1106,03-RUD-UBVR,,2013-12-10,2030-01-01,0,component,15000.0
521,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27,100000009847,03-RUD-UBVR-DR06,Станок буровой №1107,03-RUD-UBVR,,2013-12-10,2030-01-01,0,component,15000.0
524,Полюс Вернинское,E02_01,Станки буровые вращ.,S01,Узлы. ДВС,960002459,0,no_data,81,Станки буровые ROC D65,1.0,ДВС,ДВС C15,100000010292,03-RUD-UBVR-DR07,Станок буровой №1108,03-RUD-UBVR,,2019-05-31,2030-01-01,0,component,15000.0
549,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27,100000078528,03-RUD-UBVR-DR09,Станок буровой DML HP 1450 №1110,03-RUD-UBVR,,2021-07-02,2030-01-01,0,component,15000.0
551,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002459,0,no_data,88,Станок буровой FlexiROC D67,1.0,ДВС,ДВС C15,100000079671,03-RUD-UBVR-DR10,Станок буровой №1111,03-RUD-UBVR,,2022-03-01,2030-01-01,0,component,15000.0
553,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002459,0,no_data,89,Станок буровой FlexiROC D68,1.0,ДВС,ДВС C15,100000079672,03-RUD-UBVR-DR11,Станок буровой №1112,03-RUD-UBVR,,2022-03-01,2030-01-01,0,component,15000.0
555,Полюс Вернинское,E02_01,Станки буровые вращ.,no_data,no_data,960002459,0,no_data,86,Станок буровой FlexiROC D65,1.0,ДВС,ДВС C15,100000079673,03-RUD-UBVR-DR12,Станок буровой №1113,03-RUD-UBVR,,2022-03-01,2030-01-01,0,component,15000.0
561,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002407,0,no_data,31,Бульдозер D9R,1.0,ДВС,ДВС 3408C,100000010213,03-RUD-UVSP-BZ01,Бульдозер №1401,03-RUD-UVSP,,2007-05-30,2030-01-01,0,component,15000.0
564,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002407,0,no_data,31,Бульдозер D9R,1.0,ДВС,ДВС 3408C,100000080630,03-RUD-UVSP-BZ02,Бульдозер №1402,03-RUD-UVSP,,2021-07-01,2030-01-01,0,component,15000.0
569,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002407,0,no_data,31,Бульдозер D9R,1.0,ДВС,ДВС 3408C,100000021407,03-RUD-UVSP-BZ03,Бульдозер №1403,03-RUD-UVSP,,2020-03-27,2030-01-01,0,component,15000.0
574,Полюс Вернинское,E05_02,Бульдозеры гусеничные,S01,Узлы. ДВС,960002407,0,no_data,31,Бульдозер D9R,1.0,ДВС,ДВС 3408C,100000010219,03-RUD-UVSP-BZ04,Бульдозер №1404,03-RUD-UVSP,,2013-06-29,2030-01-01,0,component,15000.0
580,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002462,0,no_data,28,Бульдозер D6R,1.0,ДВС,ДВС C9,100000010222,03-RUD-UVSP-BZ05,Бульдозер №1405,03-RUD-UVSP,,2013-04-29,2030-01-01,0,component,15000.0
586,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002491,0,no_data,21,Бульдозер D155A-5,1.0,ДВС,ДВС SA6D140E-2A-7D,100000010225,03-RUD-UVSP-BZ06,Бульдозер №1412,03-RUD-UVSP,,2019-05-15,2030-01-01,0,component,15000.0
589,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002492,0,no_data,24,Бульдозер D375A-5,1.0,ДВС,ДВС SA6D170E-2A-7D,100000081009,03-RUD-UVSP-BZ07,Бульдозер №1413,03-RUD-UVSP,,2021-09-14,2030-01-01,0,component,15000.0
595,Полюс Вернинское,E05_02,Бульдозеры гусеничные,no_data,no_data,960002492,0,no_data,24,Бульдозер D375A-5,1.0,ДВС,ДВС SA6D170E-2A-7D,100000010231,03-RUD-UVSP-BZ08,Бульдозер №1414,03-RUD-UVSP,,2014-06-01,2030-01-01,0,component,15000.0
599,Полюс Вернинское,E05_01,Бульдозеры колесные,no_data,no_data,960003554,0,no_data,34,Бульдозер WD600-6,1.0,ДВС,ДВС SAA6D170E-5 №515349,100000021379,03-RUD-UVSP-BZ09,Бульдозер колесный №1406,03-RUD-UVSP,,2020-04-01,2030-01-01,0,component,15000.0
609,Полюс Вернинское,E05_02,Бульдозеры гусеничные,,,960003554,0,no_data,23,Бульдозер D375А-6,1.0,ДВС,ДВС 1415,100000099328,03-RUD-UVSP-BZ15,Бульдозер D375А-6 №1415,03-RUD-UVSP,,2020-01-01,2029-12-29,0,component,15000.0
617,Полюс Магадан,E06_01,Автогрейдеры,no_data,no_data,960003585,0,no_data,5,Автогрейдер 24M,1.0,ДВС,ДВС C18 №TXH06764,100000092989,05-ATC-AG01,Автогрейдер №1,05-ATC-AVGR,,2020-05-01,2030-01-01,0,component,15000.0
620,Полюс Магадан,E06_01,Автогрейдеры,no_data,no_data,960010751,0,no_data,9,Автогрейдер GD825A-2,1.0,ДВС,ДВС S6D140E-2 №42907,100000092993,05-ATC-AG02,Автогрейдер №1,05-ATC-AVGR,,2020-12-28,2030-01-01,0,component,15000.0
624,Полюс Магадан,E06_01,Автогрейдеры,no_data,no_data,960003585,0,no_data,5,Автогрейдер 24M,1.0,ДВС,ДВС C18 №TXH06201,100000092991,05-ATC-AG03,Автогрейдер №2,05-ATC-AVGR,,2018-10-31,2030-01-01,0,component,15000.0
626,Полюс Магадан,E06_01,Автогрейдеры,,,960003585,0,no_data,5,Автогрейдер 24M,1.0,ДВС,ДВС C-18 №TXH06127,100000097946,05-ATC-AG03,Автогрейдер №2,05-ATC-AVGR,,2018-06-30,2028-06-27,0,component,15000.0
628,Полюс Магадан,E06_01,Автогрейдеры,no_data,no_data,960010751,0,no_data,3,Автогрейдер 16M,1.0,ДВС,ДВС C13,100000093004,05-ATC-AG04,Автогрейдер №3,05-ATC-AVGR,,1899-12-31,2030-01-01,0,component,15000.0
632,Полюс Магадан,E06_01,Автогрейдеры,no_data,no_data,960002458,0,no_data,3,Автогрейдер 16M,1.0,ДВС,ДВС C13,100000093007,05-ATC-AG05,Автогрейдер №4,05-ATC-AVGR,,1899-12-31,2030-01-01,0,component,15000.0
637,Полюс Магадан,E17_11,Погрузчики фронтальные,no_data,no_data,960002457,0,no_data,39,Погрузчик фронтальный 966H,1.0,ДВС,ДВС C11 №TXE06854,100000092994,05-KAR-SGMT-URKO-PF01,Погрузчик фронтальный №1,05-KAR-SGMT-URKO-PGFR,,2013-03-31,2030-01-01,0,component,15000.0
642,Полюс Магадан,E02_03,Станки буровые ударные,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27 №TWM03424,100000092983,05-KAR-UBVR-HP01,Станок буровой №1,05-KAR-UBVR-DMHP,,2020-06-28,2030-01-01,0,component,15000.0
649,Полюс Магадан,E02_03,Станки буровые ударные,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27 №TWM03421,100000092987,05-KAR-UBVR-HP02,Станок буровой №10,05-KAR-UBVR-DMHP,,2018-08-01,2030-01-01,0,component,15000.0
650,Полюс Магадан,E02_03,Станки буровые ударные,,,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C-27 №TWM07356,100000097989,05-KAR-UBVR-HP02,Станок буровой №10,05-KAR-UBVR-DMHP,,2021-08-04,2031-08-02,0,component,15000.0
653,Полюс Магадан,E02_03,Станки буровые ударные,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27 №TWM03396,100000092988,05-KAR-UBVR-HP03,Станок буровой №13,05-KAR-UBVR-DMHP,,2018-08-01,2030-01-01,0,component,15000.0
657,Полюс Магадан,E02_03,Станки буровые ударные,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27,100000093173,05-KAR-UBVR-HP04,Станок буровой №14,05-KAR-UBVR-DMHP,,1899-12-31,2030-01-01,0,component,15000.0
662,Полюс Магадан,E02_03,Станки буровые ударные,no_data,no_data,960002460,0,no_data,85,Станок буровой DML HP 1200,1.0,ДВС,ДВС C27,100000093177,05-KAR-UBVR-HP05,Станок буровой №15,05-KAR-UBVR-DMHP,,1899-12-31,2030-01-01,0,component,15000.0
